adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,age,strings
grey,9,color,0.281071429,input,0.037479402,0.9025,0.794601546,0.757122144,2,"big grey ,little grey ,little grey ,old grey ,old grey ,brown grey ,brown grey ,blue grey ,big grey ,"
large,N/A,dimension,0.548181818,N/A,0,0.5,0.5,0.5,2,
concrete,N/A,material,0.302857143,N/A,0,0.25,0.25,0.25,2,
bad,23,value,0.71625,input,-1.44E-22,0.231362606,7.21E-38,1.44E-22,2,"bad little ,big bad ,big bad ,big bad ,big bad ,awful bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,"
stupid,2,human,0.6575,input,-0.454236713,0.833333333,0.218712854,0.672949567,2,"stupid little ,stupid last ,"
green,55,color,0.208461538,input,-0.05161168,0.365471052,0.30915966,0.36077134,2,"little green ,little green ,nice green ,little green ,little green ,small green ,small green ,bright green ,nice green ,little green ,little green ,nice green ,little green ,big green ,little green ,nice green ,little green ,little green ,nice green ,bright green ,green cross ,nice green ,little green ,nice green ,nice green ,nice green ,little green ,bright green ,small green ,bright green ,bright green ,little green ,bright green ,little green ,little green ,small green ,small green ,nice green ,little green ,nice green ,big green ,little green ,little green ,little green ,little green ,little green ,big green ,big green ,little green ,little green ,little green ,little green ,little green ,little green ,green yellow ,"
dirty,9,physical,0.504,input,0.066634376,0.31640625,0.223611419,0.156977043,2,"huge dirty ,nasty dirty ,dirty little ,old dirty ,old dirty ,old dirty ,old dirty ,little dirty ,dirty horrible ,"
small,19,dimension,0.513,sub,-0.117165058,0.000244141,0.039912349,0.157077408,2,"small little ,small green ,small green ,small red ,small red ,small red ,small red ,small red ,small red ,small green ,small green ,small green ,small red ,small red ,small gentle ,small little ,small little ,pretty small ,cool small ,"
fresh,9,age,0.448181818,sub,-0.065606809,0.095,0.379929148,0.445535957,2,"nice fresh ,clean fresh ,clean fresh ,nice fresh ,nice fresh ,nice fresh ,good fresh ,good fresh ,nice fresh ,"
nice,227,value,0.725833333,lexical,0.213863818,0.006541838,0.219240851,0.005377033,2,"nice little ,nice big ,nice little ,nice little ,nice big ,nice little ,nice little ,nice little ,nice big ,nice little ,nice little ,nice warm ,nice blue ,nice blue ,nice big ,nice big ,nice red ,nice green ,nice clean ,nice red ,nice clean ,nice blue ,nice smooth ,nice bright ,nice big ,nice long ,nice long ,nice soft ,nice big ,nice green ,nice big ,nice big ,nice big ,nice white ,nice white ,nice smooth ,nice little ,nice big ,nice blue ,nice soft ,nice red ,nice blue ,nice green ,nice red ,nice bright ,nice plastic ,nice plastic ,nice green ,nice little ,nice little ,nice plastic ,nice blue ,nice red ,nice soft ,nice blue ,nice blue ,nice red ,nice big ,nice plastic ,nice plastic ,nice big ,nice big ,nice bright ,nice blue ,nice blue ,nice big ,nice blue ,nice big ,nice bright ,nice blue ,nice blue ,nice clean ,nice fresh ,nice blue ,nice blue ,nice smooth ,nice blue ,nice green ,nice red ,nice red ,nice red ,nice green ,nice green ,nice green ,nice green ,nice little ,nice big ,nice soft ,nice blue ,nice bright ,nice little ,nice red ,nice big ,nice little ,nice warm ,nice soft ,nice blue ,nice soft ,nice hot ,nice big ,nice red ,nice bright ,nice big ,nice little ,nice new ,nice warm ,nice bright ,nice little ,nice plastic ,nice warm ,nice big ,nice warm ,nice big ,nice bright ,nice green ,nice bright ,nice big ,nice red ,nice green ,nice big ,nice big ,nice red ,nice warm ,nice warm ,nice bright ,nice bright ,nice bright ,nice blue ,nice big ,nice blue ,nice hot ,nice blue ,nice gentle ,nice red ,nice red ,nice bright ,nice bright ,nice warm ,nice red ,nice little ,nice warm ,nice red ,nice little ,nice big ,nice fresh ,nice fresh ,nice fresh ,nice little ,nice little ,nice little ,nice little ,nice little ,nice blue ,nice big ,nice cold ,nice new ,nice new ,nice new ,nice cold ,nice cozy ,nice little ,nice big ,nice little ,nice big ,nice little ,nice clean ,nice little ,nice little ,nice big ,nice big ,nice little ,nice little ,nice little ,nice little ,nice big ,nice little ,nice clean ,nice clean ,nice red ,nice big ,nice little ,nice pretty ,nice full ,nice warm ,nice full ,nice full ,nice little ,nice pretty ,nice warm ,nice cool ,nice cool ,nice warm ,nice fresh ,nice clean ,nice clean ,nice clean ,nice big ,nice big ,nice comfy ,nice comfy ,nice clean ,nice comfy ,nice clean ,nice little ,nice little ,nice little ,nice new ,nice new ,nice new ,nice new ,pretty nice ,pretty nice ,nice white ,nice white ,nice little ,nice little ,nice little ,nice little ,nice little ,nice fluffy ,nice little ,nice little ,nice little ,nice little ,nice dry ,nice little ,nice yellow ,"
round,11,shape,0.23875,lexical,0.274515586,0.512908936,0.915305046,0.64078946,2,"little round ,big round ,big round ,big round ,big round ,round yellow ,big round ,big round ,big round ,big round ,little round ,"
mean,5,human,0.712727273,lexical,0.495835458,0.416666667,0.781574027,0.285738569,2,"instant mean ,instant mean ,mean good ,mean big ,mean hot ,"
